INFRA_ID,NAME,LINK,AI_TYPE,ORGANIZATION_MATURITY,PARENT_ORGANIZATION,TASKS,INFERENCE_LOCATION,MODEL_PRIVATE_OR_PUBLIC,POTENTIAL_FOR_IP,REASON_FOR_IP,DESCRIPTION,SOFTWARE_TYPE,EXPECTED_INPUT,GENERATED_OUTPUT,EULA_LINK,FOUNDATIONAL_MODEL,BUSINESS_MODEL,LEGAL_CASE_PENDING,HAS_API,YEAR_COMPANY_FOUNDED,YEAR_LAUNCHED,FUNDING,FUNDING_DEF
8542a826-f0f7-4b8d-a6b7-1359207d203a,Unity,https://unity.com/,GenAI and ML,Mature,Unity,"Create Visual Style, Previsualize Production, Create Visual Effects, Build Sets",Hybrid,Private,TBD,Games and simulations created with the tool are fully owned by the user.,"A versatile game engine for creating 2D/3D games, simulations, and interactive experiences.",Desktop Software,"3D, Audio, Text, Video","3D, Video",https://unity.com/legal/terms-of-service,Proprietary,Subscription (Freemium),NO,YES,2004,2005,Public,"Companies that list their shares on a public stock exchange, allowing anyone to invest and trade shares. This category reflects organizations that have completed an IPO or are otherwise publicly traded."
c3e16be4-a49b-4c19-a424-b393b2c87974,Google Imagen 3,https://deepmind.google/technologies/imagen-3/,GenAI,Mature,DeepMind Technologies Limited,"Create Visual Style, Shoot, Previsualize Production, Create Visual Effects",Cloud,Private,HIGH,Generates unique images from text prompts using advanced diffusion models.,GoogleÃ¢â‚¬â„¢s advanced text-to-image generator with high realism and detail.,Cloud Software,Text,Image,https://policies.google.com/terms/generative-ai,Diffusion,Subscription/License (B2B),YES,YES,2020,2024,Public,"Companies that list their shares on a public stock exchange, allowing anyone to invest and trade shares. This category reflects organizations that have completed an IPO or are otherwise publicly traded."
d4d17c88-db44-4c58-af1b-40c386033eec,MakeStoryboard,https://makestoryboard.com/,GenAI,Startup,MakeStoryboard,"Edit, Previsualize Production",Cloud,Private,TBD,Allows creation of original visual storyboards for pre-production.,Simple tool for building visual storyboards from scripts or ideas.,Cloud Software,"Image, Text","Image, Text",https://makestoryboard.com/terms-of-use,Proprietary,Subscription (Freemium),NO,NO,2017,2018,Self,"Companies financed primarily by the foundersâ€™ own money or by reinvesting profits, without outside investors. Often called bootstrapping, this approach allows complete control and avoids dilution of ownership."
e0370836-38d3-4263-8306-8a565c989642,Hailuo,https://hailuoai.video/,GenAI,Startup,MiniMax,"Develop Creative Style, Previsualize, Shoot",Cloud,Private,TBD,Image+text input; cinematic motion,Generates video,Cloud Software,"Image, Text",Video,https://hailuoai.video/doc/privacy-policy.html,Proprietary,Subscription,NO,YES,2021,2024,Self,"Companies financed primarily by the foundersâ€™ own money or by reinvesting profits, without outside investors. Often called bootstrapping, this approach allows complete control and avoids dilution of ownership."
e6ad9e24-bc17-4b24-9f4f-ddfbde33e305,Move AI,https://www.move.ai/,GenAI,Startup,Move AI,Create Visual Effects,Cloud,Private,TBD,Motion capture data and animations created are fully user-owned.,AI-driven motion capture software for recording and animating character movements.,Cloud Software,"Text, Video",3D,https://www.move.ai/move-one-eula,Proprietary,Subscription/License,NO,YES,2019,2019,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
23bf4459-3e80-4ca7-b765-8d0125157db1,Cascadeur,https://cascadeur.com/,GenAI,Startup,Cascadeur,"Create Visual Style, Previsualize Production, Create Visual Effects",Local,Private,TBD,"Character animations are user-created, granting full ownership.",A physics-based animation software for creating realistic character animations efficiently.,Desktop Software,"3D, Text",3D,https://www.cascade.app/terms,Proprietary,Subscription/License,NO,YES,2006,2019,Self,"Companies financed primarily by the foundersâ€™ own money or by reinvesting profits, without outside investors. Often called bootstrapping, this approach allows complete control and avoids dilution of ownership."
8cd6a7fc-3337-46d2-8e2a-f9db98f9b0dc,Open Art,https://openart.ai/,GenAI,Startup,OpenArt,"Create Visual Style, Shoot, Previsualize Production, Create Visual Effects",Cloud,Open Source,TBD,"AI-generated art involves proprietary models, leading to unclear IP ownership.",A platform for generating and sharing AI-driven art and creative designs.,Cloud Software,"Image, Text",Image,https://openai.com/policies/row-terms-of-use/,Diffusion,Subscription (Freemium),NO,YES,2017,2017,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
6bd53070-5c9e-45cb-a839-abd3f5d41d2a,Rokoko,https://www.rokoko.com/,ML,Mid,Rokoko,"Create Visual Style, Shoot, Previsualize Production, Create Visual Effects",Local,Private,LOW,Enables users to create unique motion capture-based animations.,Motion capture and animation tool for 3D characters and performance.,Desktop Software,Text,3D,https://www.rokoko.com/terms,Proprietary,Subscription/License,YES,YES,2014,2014,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
c7dafb82-1a0a-41ba-8f4d-5d45409ea1a8,Luminar AI,https://skylum.com/lumina,ML,Startup,Skylum,Create Visual Effects,Local,Private,TBD,"Photo edits and enhancements are user-defined, granting full ownership.",AI-powered photo editing software for enhancing images with professional-quality adjustments.,Desktop Software,Image,Image,https://skylum.com/terms-of-use,Proprietary,Subscription,NO,NO,2008,2020,Self,"Companies financed primarily by the foundersâ€™ own money or by reinvesting profits, without outside investors. Often called bootstrapping, this approach allows complete control and avoids dilution of ownership."
c02b8633-3ea9-43aa-8974-27fbbb4e9cb5,Google Flow,https://labs.google/fx/tools/flow,GenAI,Mature,Google,"Develop Creative Style, Previsualize, Shoot",Cloud,Private,TBD,,"An AI filmmaking tool by Google Labs, combining Veo, Imagen, and Gemini for cinematic clip creation, scene-building, and editing",Cloud Software,"Image, Text",Video,https://policies.google.com/terms/archive/19990920?hl=en,Multimodal,Subscription (B2B),YES,NO,1998,2025,Public,"Companies that list their shares on a public stock exchange, allowing anyone to invest and trade shares. This category reflects organizations that have completed an IPO or are otherwise publicly traded."
1c8a8eb6-432f-4ed4-9870-815dd2118ffd,Hyperwrite,https://www.hyperwriteai.com/aitools/ai-script-writer,GenAI,Startup,OthersideAI,"Writing, Write Script",Cloud,Private,TBD,Assists in generating original written content and ideas.,"AI writing assistant for generating text, emails, and content ideas.",Cloud Software,Text,Text,https://www.hyperwriteai.com/legal/content-policy,LLM,Subscription (Freemium),NO,NO,2020,2020,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
f54c3d27-0f2d-4a06-9bcb-3f1b36317d65,RunwayML,https://runwayml.com/,GenAI and ML,Startup,"Runway AI, Inc.","Create Visual Style, Previsualize Production, Create Visual Effects, Finish, Create Sound",Cloud,Private,TBD,AI-generated outputs may involve pre-trained models or unclear ownership policies.,"A creative toolkit for AI-driven content creation, including image generation and video editing.",Cloud Software,"Image, Text, Video","Image, Video",https://runwayml.com/terms,Diffusion,Subscription (Freemium),NO,YES,2018,2018,Self,"Companies financed primarily by the foundersâ€™ own money or by reinvesting profits, without outside investors. Often called bootstrapping, this approach allows complete control and avoids dilution of ownership."
81ab122f-2123-41dc-9a6f-d4d6b3b95ae3,Nolan AI,https://www.nolanai.app/,GenAI,Startup,Nolan AI,"Write Script, Breakdown Production, Create Visual Style, Previsualize Production",Cloud,Private,TBD,"AI-generated scripts may involve pre-trained models, leading to potential ownership ambiguity.",An AI script assistant designed to enhance storytelling and screenplay development.,Cloud Software,"Audio, Text",Video,https://www.nolanai.app/terms-of-service,LLM,Subscription,YES,NO,2022,2025,Self,"Companies financed primarily by the foundersâ€™ own money or by reinvesting profits, without outside investors. Often called bootstrapping, this approach allows complete control and avoids dilution of ownership."
a3d9ba97-da79-4a41-a1f2-2a761e5891c9,Midjourney,https://www.midjourney.com/home,GenAI,Startup,Midjourney Inc,"Create Visual Style, Previsualize Production, Create Visual Effects",Cloud,Private,TBD,"AI-generated images involve proprietary models, leading to unclear ownership.",A generative AI platform specializing in creating artistic and photorealistic images from text.,Cloud Software,"Image, Text",Image,https://docs.midjourney.com/hc/en-us/articles/32083055291277-Terms-of-Service,Diffusion,Subscription,YES,NO,2021,2022,Self,"Companies financed primarily by the foundersâ€™ own money or by reinvesting profits, without outside investors. Often called bootstrapping, this approach allows complete control and avoids dilution of ownership."
7c7a8391-ee67-4d39-94cc-614f636ca427,Recraft,https://www.recraft.ai/,GenAI,Startup,Recraft,"Create Visual Style, Shoot, Previsualize Production, Create Visual Effects",Cloud,Private,TBD,"Produces custom illustrations, icons, and design assets.","AI-powered design tool for generating vector art, illustrations, and icons.",Cloud Software,"Image, Text",Image,https://www.recraft.ai/terms,Diffusion,Subscription (Freemium),NO,YES,2022,2022,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
2f273584-0778-4a26-8e90-ece12c7f0c4e,Autodesk Flame,https://www.autodesk.com/,ML,Mature,Autodesk,"Edit, Finish, Create Visual Effects, Mix Sound, Create Titles, Previsualize Production",Local,Private,LOW,Visual effects and finishing outputs are entirely user-created and owned.,"High-end visual effects, finishing, and color grading software used in film and TV production.",Desktop Software,"3D, Image, Video",Video,https://www.autodesk.com/company/legal-notices-trademarks/access-use/website-terms-of-use,Proprietary,Subscription,YES,YES,1982,1993,Public,"Companies that list their shares on a public stock exchange, allowing anyone to invest and trade shares. This category reflects organizations that have completed an IPO or are otherwise publicly traded."
eef37e88-41e3-41c2-9858-b04baea9964d,Flim,https://flim.ai/,GenAI,Startup,SAS FLIM,"Create Visual Style, Previsualize Production",Cloud,Private,TBD,Edited video outputs are user-defined and fully owned.,An AI-based video editing platform for streamlining and automating video production workflows.,Cloud Software,"Image, Text",Video,https://m.flim.ai/terms,Proprietary,Subscription/License (B2B),YES,YES,2024,2024,Self,"Companies financed primarily by the foundersâ€™ own money or by reinvesting profits, without outside investors. Often called bootstrapping, this approach allows complete control and avoids dilution of ownership."
6a097bb1-9e43-4f3a-8814-595002b0d59a,Charismatic,https://www.charismatic.ai,GenAI,Startup,Charismatic Entertainment Limited,"Develop Creative Style, Previsualize, Shoot, Write Script",Cloud,Private,TBD,"Proprietary model trained on narrative structures and visual assets, with unique scene visualization tools.","An AI-driven ecosystem for screenwriters and producers that generates and enhances scripts, builds characters, and visualizes ideas through storyboards and scene previews.",Cloud Software,Text,"Image, Text",https://charisma.ai/terms,LLM,Subscription/License (B2B),NO,NO,2023,2025,Alternative,"Non-traditional financing sources beyond typical venture capital or personal funds. Includes private equity, grants, crowdfunding, debt financing, and convertible notes. Often used to supplement or replace early venture funding."
9e66feaf-5d85-4d81-bb74-077d22121716,Adobe After Effects,https://www.adobe.com/,GenAI and ML,Mature,Adobe,"Finish, Create Visual Effects, Create Titles, Previsualize Production",Local,Private,TBD,Animations and visual effects are fully user-generated and owned.,Motion graphics and visual effects software for creating animations and cinematic compositions.,Desktop Software,"Audio, Image, Video","3D, Video",https://www.adobe.com/support/downloads/license.html,Proprietary,Subscription,YES,YES,1982,1993,Public,"Companies that list their shares on a public stock exchange, allowing anyone to invest and trade shares. This category reflects organizations that have completed an IPO or are otherwise publicly traded."
01f895e4-f301-4355-bc2d-75b7c1e712a7,Avid Media Composer,https://www.avid.com/,ML,Mature,Avid,"Edit, Finish, Create Visual Effects, Mix Sound, Create Titles, Previsualize Production",Local,Private,TBD,Edited video content is user-defined and fully owned.,Professional video editing software used in the film and television industry for high-quality post-production.,Desktop Software,"Audio, Image, Text, Video",Video,https://www.avid.com/support/license-and-activation,Proprietary,Subscription,YES,YES,1987,1989,Alternative,"Non-traditional financing sources beyond typical venture capital or personal funds. Includes private equity, grants, crowdfunding, debt financing, and convertible notes. Often used to supplement or replace early venture funding."
6907350d-8854-45a5-b241-7df3e7dc7d6d,Blender,https://www.blender.org/,GenAI and ML,Mature,Blender,"Create Visual Style, Previsualize Production, Create Visual Effects",Local,Open Source,TBD,Open-source platform where all creations are fully owned by the user.,"A free and open-source 3D creation suite supporting modeling, animation, simulation, and rendering.",Desktop Software,"3D, Image","3D, Image, Video",https://www.blender.org/about/license/,Proprietary,Free,NO,YES,1994,1994,Alternative,"Non-traditional financing sources beyond typical venture capital or personal funds. Includes private equity, grants, crowdfunding, debt financing, and convertible notes. Often used to supplement or replace early venture funding."
c3e65b61-7deb-416f-81b2-552cf6328aaa,Boomy,https://boomy.com/,GenAI,Mid,Boomy,"Create Sound, Create Music, Mix Audio",Cloud,Private,TBD,Enables users to create and publish original songs instantly.,"AI-powered platform to compose, produce, and publish original music.",Cloud Software,Text,Audio,https://boomy.com/terms,Proprietary,Subscription (Freemium),YES,YES,2018,2018,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
51046498-0e5a-4698-9cb5-323aff05bc58,Adobe Substance 3D,https://www.adobe.com/,GenAI and ML,Mature,Adobe,"Create Visual Style, Previsualize Production, Create Visual Effects",Local,Private,TBD,Textures and materials created are entirely user-owned.,"A suite of tools for 3D texturing and material creation, widely used in games and VFX industries.",Desktop & Cloud,"3D, Image","3D, Text",https://www.adobe.com/support/downloads/license.html,Proprietary,Subscription,YES,YES,1982,2021,Public,"Companies that list their shares on a public stock exchange, allowing anyone to invest and trade shares. This category reflects organizations that have completed an IPO or are otherwise publicly traded."
3bee54f4-1855-47a0-abe2-ac2275c468fd,Mage.space,https://www.mage.space/,GenAI,Startup,Ollano Inc.,"Create Visual Style, Previsualize Production, Create Visual Effects",Cloud,Open Source,TBD,"AI-generated visuals involve pre-trained models, leading to unclear ownership.",An AI tool for generating creative images from text or image-based inputs.,Cloud Software,"Image, Text",Image,https://mage.space/terms,Diffusion,Subscription (Freemium),YES,YES,2019,2024,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
9b683e7a-090c-4205-8416-1c8f56bb6242,Fermat,https://fermat.app/,GenAI,Startup,Fermat,"Design, Create Visual Style, Costume Design",Cloud,Private,TBD,Assists in creating original product designs and visual assets.,Collaborative AI design tool for product ideation and creative workflows.,Cloud Software,"Image, Text",Image,https://www.fermatcommerce.com/terms,Diffusion,Subscription (Freemium),YES,NO,2021,2022,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
380eab35-39c5-4d17-98c7-5851bd500d6e,Dressx AI Dressup,https://dressx.me/,GenAI,Mid,Dressx,"Design, Create Visual Style, Costume Design",Cloud,Private,TBD,Generates personalized digital clothing and try-on visuals.,Try-on tool that creates digital fashion outfits using AI avatars.,Cloud Software,"Image, Text",Image,https://dressx.com/pages/terms-of-use,Proprietary,Subscription,NO,NO,2018,2020,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
4a4b5618-afcf-4b78-9f83-96c5f149b403,VRay,https://www.chaos.com/,ML,Mature,Chaos,"Create Visual Style, Previsualize Production, Create Visual Effects, Build Sets",Hybrid,Private,LOW,Renders created by users are considered intellectual property.,High-performance rendering engine for photorealistic visuals in architecture and design.,Cloud Software,"3D, Image","Image, Video",https://www.chaos.com/legal/end-user-license-agreement,Proprietary,Subscription/License,NO,YES,2013,1997,Alternative,"Non-traditional financing sources beyond typical venture capital or personal funds. Includes private equity, grants, crowdfunding, debt financing, and convertible notes. Often used to supplement or replace early venture funding."
f762f825-e2ef-4f7a-a1c0-73af8cd8fa72,Mood Board Creator,https://www.moodboardcreator.dev/,GenAI,Startup,Juan Ignacio Rios,"Create Visual Style, Previsualize Production",Cloud,Private,TBD,User-assembled boards are fully owned as they are manually created by the user.,A tool for assembling visual inspiration boards to streamline creative and design projects.,Cloud Software,"Image, Text",Image,https://www.adobe.com/legal/terms.html,Multimodal,Subscription,YES,NO,1982,2024,Self,"Companies financed primarily by the foundersâ€™ own money or by reinvesting profits, without outside investors. Often called bootstrapping, this approach allows complete control and avoids dilution of ownership."
2c94c150-4a0b-4973-8e11-f0d95f600cd2,Izotope,https://www.izotope.com/en/products/rx.html,ML,Mature,iZotope,"Create Sound, Create Music, Mix Audio",Local,Private,TBD,"Enhances, remixes, and reimagines music and audio into new content.","Audio enhancement suite for mixing, mastering, and restoring sound.",Desktop Software,Audio,Audio,https://s3.amazonaws.com/izotopedownloads/docs/ozone802/en/eula/index.html,Proprietary,License/Subscription,NO,NO,2001,2004,Self,"Companies financed primarily by the foundersâ€™ own money or by reinvesting profits, without outside investors. Often called bootstrapping, this approach allows complete control and avoids dilution of ownership."
019bdadd-d11d-4988-b220-94d456364ac7,ChatGPT,https://openai.com/index/chatgpt/,GenAI,Startup,"OpenAI, L.P.","Write script, Create Production Reports, Breakdown Production",Cloud,Private,HIGH,"AI-generated text may involve pre-trained models, leading to unclear ownership policies.","An AI conversational tool by OpenAI for answering questions, generating text, and providing assistance.",Cloud Software,"Audio, Image, Text","Image, Text",https://openai.com/policies/terms-of-use,LLM,Subscription (Freemium),YES,YES,2015,2022,Alternative,"Non-traditional financing sources beyond typical venture capital or personal funds. Includes private equity, grants, crowdfunding, debt financing, and convertible notes. Often used to supplement or replace early venture funding."
6cb34c54-55b3-4dd7-a0af-bcb8ae565cc1,Luma AI: Dream Machine,https://lumalabs.ai/dream-machine,GenAI,Startup,Luma Labs,"Develop Creative Style, Previsualize, Shoot",Cloud,Private,TBD,Real-time control; start/end frame settings,Generates video,Cloud Software,"Image, Text",Video,https://lumalabs.ai/learning-hub/terms-of-use,Diffusion,Subscription,NO,YES,2021,2024,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
3aa35eda-bd35-4141-b1f1-71fabb75ec54,Dall-E,https://openai.com/index/dall-e-2/,GenAI,Startup,"OpenAI, L.P.","Create Visual Style, Previsualize Production, Create Visual Effects",Cloud,Private,HIGH,"AI-generated images may involve pre-trained models, leading to unclear IP ownership.",An AI image generation tool capable of creating visuals from detailed text descriptions.,Cloud Software,"Image, Text",Image,https://openai.com/policies/terms-of-use,Diffusion,Subscription (Freemium),YES,YES,2015,2021,Alternative,"Non-traditional financing sources beyond typical venture capital or personal funds. Includes private equity, grants, crowdfunding, debt financing, and convertible notes. Often used to supplement or replace early venture funding."
ea7be228-b9d2-427c-9b53-17ff18adb8bd,Imagine.3D,https://lumalabs.ai/dashboard/imagine,GenAI,Startup,Luma Labs,"Create Visual Style, Shoot, Previsualize Production, Create Visual Effects",Cloud,Private,TBD,Custom 3D models and scenes created by users are fully owned.,A 3D creation tool leveraging AI to generate custom 3D models and scenes from textual descriptions.,Cloud Software,"3D, Image",3D,https://lumalabs.ai/learning-hub/terms-of-use,Multimodal,Subscription,NO,YES,2021,2023,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
a7fea59f-487e-432b-8b7e-7beda50207de,Nuke,https://www.foundry.com/products/nuke-family/nuke,ML,Mature,Foundry,"Create Visual Style, Previsualize Production, Create Visual Effects, Finish",Local,Private,TBD,"Compositing and visual effects are user-designed, granting full ownership.","A node-based compositing software for visual effects, motion graphics, and post-production.",Desktop Software,"Image, Video",Video,https://www.foundry.com/eula,Proprietary,License/Subscription,NO,YES,1996,1993,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
2d89bde7-9b3c-45eb-bbf4-b2cc96a9f067,Houdini,https://www.sidefx.com/,ML,Mature,SideFX,"Create Visual Style, Previsualize Production, Create Visual Effects, Build Sets",Local,Private,LOW,Procedural assets and simulations are entirely user-generated and owned.,3D animation and VFX software known for its procedural workflow and dynamic simulations.,Desktop Software,"3D, Image, Text","3D, Video",https://www.sidefx.com/legal/license/,Proprietary,Subscription/License,NO,YES,1987,1996,Alternative,"Non-traditional financing sources beyond typical venture capital or personal funds. Includes private equity, grants, crowdfunding, debt financing, and convertible notes. Often used to supplement or replace early venture funding."
aa0a0a7e-f53e-4b58-b527-79141b2c6b44,Lipdub AI,https://monstersaliensrobotszombies.com/lipdub,GenAI,Startup,Marz,Create Visual Effects,Cloud,Private,TBD,AI-generated lip-sync videos may involve unclear IP ownership policies.,A tool for creating AI-powered lip-sync videos with advanced audio and video synchronization.,Cloud Software,"Audio, Video",Video,https://www.lipdub.ai/credit-refund-policy,Proprietary,Subscription,NO,NO,2012,2023,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
2c64cecc-29f7-4689-a1ac-07a734b4e7c8,Paper cup,https://www.papercup.com/,GenAI,Startup,Papercup Technologies Limited,"Create Sound, Create Music, Mix Audio",Cloud,Private,TBD,"AI-generated dubbing uses proprietary systems, leading to unclear IP ownership.",An AI-powered video dubbing platform for translating and localizing video content with realistic voices.,Cloud Software,"Audio, Text",Audio,https://papercupcompany.com/terms-website-use/,Proprietary,Subscription/License (B2B),YES,NO,2017,2017,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
3d00b671-1a95-4d9b-a787-8d0e01d440cb,IBM Watson,https://www.ibm.com/watson,GenAI and ML,Mature,IBM,Base libraries and infrastructure,Cloud,Private,TBD,"Outputs are derived from AI analysis and pre-trained models, leading to unclear ownership.","A suite of AI tools and APIs for natural language processing, machine learning, and data analysis.",Cloud Software,"Audio, Image, Text, Video","Audio, Text",https://www.ibm.com/docs/en/watsonx/watson-orchestrate/base?topic=notes-licenses-entitlements,Proprietary,Subscription,NO,YES,1911,2004,Self,"Companies financed primarily by the foundersâ€™ own money or by reinvesting profits, without outside investors. Often called bootstrapping, this approach allows complete control and avoids dilution of ownership."
6245b94d-568a-4336-80e5-795ee4355a41,Camb.ai,https://www.camb.ai,GenAI,Startup,Camb.ai,"Create Sound, Create Music, Mix Audio",Cloud,Private,TBD,Enables voice synthesis and dubbing to produce new audio IP.,"Voice AI platform for localization, dubbing, and speech synthesis.",Cloud Software,"Audio, Video",Video,https://www.camb.ai/privacy-policy,Proprietary,Subscription,YES,YES,2022,2023,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
28a00567-7075-481d-a6f8-baae7de4ce6d,HunyuanVideo,https://aivideo.hunyuan.tencent.com/,GenAI,Mature,Tencent,"Develop Creative Style, Previsualize, Shoot",Cloud,Open Source,TBD,OpenÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Ëœsource; high motion coherence,Generates video,Desktop & Cloud,Text,Video,https://www.tencent.com/en-us/service-agreement.html,Diffusion,License (B2B),YES,YES,1998,2024,Public,"Companies that list their shares on a public stock exchange, allowing anyone to invest and trade shares. This category reflects organizations that have completed an IPO or are otherwise publicly traded."
c5e3de67-9eca-48fa-9f6f-7a0ed75518c4,Deep Motion,https://www.deepmotion.com/,GenAI,Startup,"DeepMotion, IncÃ‚","Create Visual Effects, Previsualize Production",Cloud,Private,TBD,Motion capture outputs are user-defined and fully owned.,An AI-powered motion capture tool for creating animations from video input without special hardware.,Cloud Software,"Text, Video",3D,https://www.deepmotion.com/terms-of-use,Proprietary,Subscription (Freemium),YES,YES,2014,2014,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
bfa9db48-7b4c-448b-9259-abd4b4bbeaeb,Faceware Studio,https://facewaretech.com/software/studio/,ML,Mature,Facebank,"Create Visual Style, Shoot, Previsualize Production, Create Visual Effects",Local,Private,LOW,"Real-time facial animations are user-generated, granting full ownership.",A facial motion capture software that tracks and animates faces in real time for 3D applications.,Desktop Software,"Image, Video",3D,https://facewaretech.com/policies/eula/,Proprietary,License,NO,YES,2006,2010,Acquired,"Companies that have been purchased by another firm, either to integrate their products, technology, or customer base. Can include strategic or financial acquisitions."
ae993816-7032-449c-b846-626a4ecadb87,Pixel String,https://cinnafilm.com/product/pixelstrings/,ML,Mid,Cinnafilm,"Mastering, Finish, Distribution",Cloud,Private,LOW,Video mastering outputs are user-defined and fully owned.,A cloud-based platform for video mastering and transcoding with AI-powered optimization.,Cloud Software,"3D, Image, Text",Image,https://cinnafilm.com/eula_sla/,Proprietary,License/Subscription,NO,YES,1975,2021,Self,"Companies financed primarily by the foundersâ€™ own money or by reinvesting profits, without outside investors. Often called bootstrapping, this approach allows complete control and avoids dilution of ownership."
ed200efb-332b-4802-9990-a1735ee89f7f,Microsoft Co-Pilot,https://copilot.microsoft.com/chats/oUy7RJEaf4oqYaKBTxQRs,GenAI and ML,Mature,Microsoft Co-Pilot,All Functional Types,Cloud,Private,TBD,"Helps generate original business content like reports, emails, and presentations.",AI assistant embedded in Microsoft apps to generate and edit content.,Cloud Software,"Audio, Text",Text,https://www.microsoft.com/en-us/legal/terms-of-use,LLM,Subscription,YES,YES,2010,2023,Public,"Companies that list their shares on a public stock exchange, allowing anyone to invest and trade shares. This category reflects organizations that have completed an IPO or are otherwise publicly traded."
95c8f77b-3aca-461c-9f6c-310dacdc217e,Adobe Premiere Pro,https://www.adobe.com/,GenAI and ML,Mature,Adobe,"Edit, Finish, Create Visual Effects, Mix Sound, Create Titles, Previsualize Production",Cloud,Private,TBD,Users fully own the edited content they create.,"A professional video editing software for film, TV, and web content with robust features.",Desktop Software,"Audio, Image, Video",Video,https://www.adobe.com/support/downloads/license.html,Proprietary,Subscription,YES,YES,1994,2003,Public,"Companies that list their shares on a public stock exchange, allowing anyone to invest and trade shares. This category reflects organizations that have completed an IPO or are otherwise publicly traded."
498339c4-6c9e-4bd6-8244-d366831ca345,Chaos Corona,https://www.chaos.com/,ML,Mature,Chaos,"Create Visual Style, Previsualize Production, Create Visual Effects, Build Sets",Hybrid,Private,LOW,User-generated renders are fully owned by the creator.,"A user-friendly rendering engine focused on realism, speed, and simplicity for 3D artists.",Desktop Software,"3D, Image","Image, Video",https://www.chaos.com/eula,Proprietary,Subscription/License,NO,YES,1997,2009,Alternative,"Non-traditional financing sources beyond typical venture capital or personal funds. Includes private equity, grants, crowdfunding, debt financing, and convertible notes. Often used to supplement or replace early venture funding."
de4a7c37-38b2-44ae-a108-29c426ef8656,Playground,https://playground.com/,GenAI,Startup,"Mighty Computing, Inc.","Create Visual Style, Previsualize Production, Create Visual Effects",Cloud,Open Source,TBD,AI-generated interactive visuals may involve proprietary algorithms and unclear IP ownership.,"A creative AI tool for generating interactive 3D visuals, animations, and experiences.",Cloud Software,"Image, Text","Audio, Image, Text, Video",https://playground.ai/tos,Diffusion,Subscription (Freemium),NO,NO,1997,2024,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
ef18c5a8-d21b-4bf5-b8fa-0e27a91a7dcd,Kaiber.ai,https://www.kaiber.ai/product/,GenAI,Startup,Kaiber.ai,"Create Visual Style, Shoot, Previsualize Production, Create Visual Effects",Cloud,Hybrid,TBD,Generates original animated or video content from user prompts.,AI tool for generating animated videos and music visuals from text prompts.,Cloud Software,"Audio, Image, Text, Video",Video,https://kaiber.ai/onboarding,Diffusion,Subscription (Freemium),NO,YES,2017,2021,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
